"DISEASE";"DISEASE_DESCRIPTION";"WHO_zone";"YEAR";"Total_Cases";"ANTIGEN_DESCRIPTION";"ANTIGEN";"Target";"Doses"
"JAPENC";"Japanese encephalitis";"WPR";2014.0;1494.0;"Japanese encephalitis";"JAPENC";21205286.0;21411073.0
"JAPENC";"Japanese encephalitis";"WPR";2015.0;1256.0;"Japanese encephalitis";"JAPENC";22463369.0;22359528.0
"JAPENC";"Japanese encephalitis";"WPR";2016.0;1901.0;"Japanese encephalitis";"JAPENC";19855397.0;19606527.0
"JAPENC";"Japanese encephalitis";"WPR";2017.0;1761.0;"Japanese encephalitis";"JAPENC";22670104.0;22616429.0
"JAPENC";"Japanese encephalitis";"WPR";2018.0;2367.0;"Japanese encephalitis";"JAPENC";22063960.0;21960694.0
"JAPENC";"Japanese encephalitis";"WPR";2018.0;2367.0;"Japanese encephalitis vaccine, last dose";"JAPENC_C";21888162.0;21352048.0
"JAPENC";"Japanese encephalitis";"WPR";2019.0;902.0;"Japanese encephalitis";"JAPENC";19558417.0;19481514.0
"JAPENC";"Japanese encephalitis";"WPR";2019.0;902.0;"Japanese encephalitis vaccine, last dose";"JAPENC_C";20779836.0;21293660.0
"JAPENC";"Japanese encephalitis";"WPR";2020.0;626.0;"Japanese encephalitis vaccine, 1st dose";"JAPENC_1";18326467.0;18059001.0
"JAPENC";"Japanese encephalitis";"WPR";2020.0;626.0;"Japanese encephalitis vaccine, last dose";"JAPENC_C";18853911.0;18684077.0
"JAPENC";"Japanese encephalitis";"WPR";2021.0;370.0;"Japanese encephalitis vaccine, last dose";"JAPENC_C";17813607.0;17475511.0
"JAPENC";"Japanese encephalitis";"WPR";2021.0;370.0;"Japanese encephalitis vaccine, 1st dose";"JAPENC_1";15624963.0;15321234.0
"JAPENC";"Japanese encephalitis";"WPR";2022.0;431.0;"Japanese encephalitis vaccine, last dose";"JAPENC_C";15315329.0;15033956.0
"JAPENC";"Japanese encephalitis";"WPR";2022.0;431.0;"Japanese encephalitis vaccine, 1st dose";"JAPENC_1";13566150.0;13262253.0
"MEASLES";"Measles";"AFR";1999.0;486660.0;"Measles-containing vaccine, 2nd dose";"MCV2";780605.0;652375.0
"MEASLES";"Measles";"AFR";1999.0;486660.0;"Measles-containing vaccine, 1st dose";"MCV1";14369532.0;7740770.0
"MEASLES";"Measles";"AFR";2000.0;520102.0;"Measles-containing vaccine, 1st dose";"MCV1";20571507.0;10149774.0
"MEASLES";"Measles";"AFR";2001.0;491989.0;"Measles-containing vaccine, 2nd dose";"MCV2";1736651.0;1033773.0
"MEASLES";"Measles";"AFR";2001.0;491989.0;"Measles-containing vaccine, 1st dose";"MCV1";18548863.0;10841817.0
"MEASLES";"Measles";"AFR";2002.0;288340.0;"Measles-containing vaccine, 2nd dose";"MCV2";1763618.0;1222037.0
"MEASLES";"Measles";"AFR";2002.0;288340.0;"Measles-containing vaccine, 1st dose";"MCV1";24319714.0;13443961.0
"MEASLES";"Measles";"AFR";2003.0;403016.0;"Measles-containing vaccine, 1st dose";"MCV1";20171372.0;14014096.0
"MEASLES";"Measles";"AFR";2003.0;403016.0;"Measles-containing vaccine, 2nd dose";"MCV2";1736260.0;1399784.0
"MEASLES";"Measles";"AFR";2004.0;220180.0;"Measles-containing vaccine, 1st dose";"MCV1";21097910.0;15095582.0
"MEASLES";"Measles";"AFR";2004.0;220180.0;"Measles-containing vaccine, 2nd dose";"MCV2";2051836.0;1621984.0
"MEASLES";"Measles";"AFR";2005.0;316219.0;"Measles-containing vaccine, 2nd dose";"MCV2";1766734.0;1368846.0
"MEASLES";"Measles";"AFR";2005.0;316219.0;"Measles-containing vaccine, 1st dose";"MCV1";26563336.0;17955719.0
"MEASLES";"Measles";"AFR";2006.0;99420.0;"Measles-containing vaccine, 2nd dose";"MCV2";1680058.0;1385014.0
"MEASLES";"Measles";"AFR";2006.0;99420.0;"Measles-containing vaccine, 1st dose";"MCV1";26654051.0;23132511.0
"MEASLES";"Measles";"AFR";2007.0;76410.0;"Measles-containing vaccine, 2nd dose";"MCV2";1834715.0;1375810.0
"MEASLES";"Measles";"AFR";2007.0;76410.0;"Measles-containing vaccine, 1st dose";"MCV1";28278381.0;23182117.0
"MEASLES";"Measles";"AFR";2008.0;37012.0;"Measles-containing vaccine, 1st dose";"MCV1";28784132.0;23733045.0
"MEASLES";"Measles";"AFR";2008.0;37012.0;"Measles-containing vaccine, 2nd dose";"MCV2";1717459.0;1422028.0
"MEASLES";"Measles";"AFR";2009.0;83479.0;"Measles-containing vaccine, 2nd dose";"MCV2";1061825.0;890207.0
"MEASLES";"Measles";"AFR";2009.0;83479.0;"Measles-containing vaccine, 1st dose";"MCV1";29327188.0;24942464.0
"MEASLES";"Measles";"AFR";2010.0;199174.0;"Measles-containing vaccine, 2nd dose";"MCV2";1104556.0;848028.0
"MEASLES";"Measles";"AFR";2010.0;199174.0;"Measles-containing vaccine, 1st dose";"MCV1";29573650.0;25730951.0
"MEASLES";"Measles";"AFR";2011.0;195620.0;"Measles-containing vaccine, 2nd dose";"MCV2";1120991.0;856269.0
"MEASLES";"Measles";"AFR";2011.0;195620.0;"Measles-containing vaccine, 1st dose";"MCV1";30513174.0;26879933.0
"MEASLES";"Measles";"AFR";2012.0;108004.0;"Measles-containing vaccine, 2nd dose";"MCV2";2803370.0;2072416.0
"MEASLES";"Measles";"AFR";2012.0;108004.0;"Measles-containing vaccine, 1st dose";"MCV1";29883296.0;28191959.0
"MEASLES";"Measles";"AFR";2013.0;171178.0;"Measles-containing vaccine, 2nd dose";"MCV2";2597272.0;1659344.0
"MEASLES";"Measles";"AFR";2013.0;171178.0;"Measles-containing vaccine, 1st dose";"MCV1";32895072.0;29532742.0
"MEASLES";"Measles";"AFR";2014.0;73914.0;"Measles-containing vaccine, 1st dose";"MCV1";33873640.0;30329263.0
"MEASLES";"Measles";"AFR";2014.0;73914.0;"Measles-containing vaccine, 2nd dose";"MCV2";7834951.0;3641288.0
"MEASLES";"Measles";"AFR";2015.0;52758.0;"Measles-containing vaccine, 2nd dose";"MCV2";12027443.0;6340709.0
"MEASLES";"Measles";"AFR";2015.0;52758.0;"Measles-containing vaccine, 1st dose";"MCV1";27620978.0;24667240.0
"MEASLES";"Measles";"AFR";2016.0;36269.0;"Measles-containing vaccine, 1st dose";"MCV1";28031299.0;25010741.0
"MEASLES";"Measles";"AFR";2016.0;36269.0;"Measles-containing vaccine, 2nd dose";"MCV2";13721448.0;8606585.0
"MEASLES";"Measles";"AFR";2017.0;72603.0;"Measles-containing vaccine, 2nd dose";"MCV2";14206311.0;9423757.0
"MEASLES";"Measles";"AFR";2017.0;72603.0;"Measles-containing vaccine, 1st dose";"MCV1";36356892.0;32997233.0
"MEASLES";"Measles";"AFR";2018.0;125426.0;"Measles-containing vaccine, 1st dose";"MCV1";37091391.0;32759033.0
"MEASLES";"Measles";"AFR";2018.0;125426.0;"Measles-containing vaccine, 2nd dose";"MCV2";14281908.0;10032793.0
"MEASLES";"Measles";"AFR";2019.0;618595.0;"Measles-containing vaccine, 2nd dose";"MCV2";25364041.0;12766331.0
"MEASLES";"Measles";"AFR";2019.0;618595.0;"Measles-containing vaccine, 1st dose";"MCV1";36798831.0;32246767.0
"MEASLES";"Measles";"AFR";2020.0;115369.0;"Measles-containing vaccine, 1st dose";"MCV1";36602838.0;31655307.0
"MEASLES";"Measles";"AFR";2020.0;115369.0;"Measles-containing vaccine, 2nd dose";"MCV2";26523988.0;13633999.0
"MEASLES";"Measles";"AFR";2021.0;88789.0;"Measles-containing vaccine, 1st dose";"MCV1";38051398.0;32052914.0
"MEASLES";"Measles";"AFR";2021.0;88789.0;"Measles-containing vaccine, 2nd dose";"MCV2";29132670.0;14993619.0
"MEASLES";"Measles";"AFR";2022.0;97238.0;"Measles-containing vaccine, 1st dose";"MCV1";40455929.0;35662124.0
"MEASLES";"Measles";"AFR";2022.0;97238.0;"Measles-containing vaccine, 2nd dose";"MCV2";34655931.0;18685276.0
"MEASLES";"Measles";"AMR";1999.0;3209.0;"Measles-containing vaccine, 1st dose";"MCV1";1567296.0;1271416.0
"MEASLES";"Measles";"AMR";2000.0;1754.0;"Measles-containing vaccine, 1st dose";"MCV1";10106787.0;9715992.0
"MEASLES";"Measles";"AMR";2000.0;1754.0;"Measles-containing vaccine, 2nd dose";"MCV2";4843719.0;3365707.0
"MEASLES";"Measles";"AMR";2001.0;548.0;"Measles-containing vaccine, 2nd dose";"MCV2";4460075.0;3763176.0
"MEASLES";"Measles";"AMR";2001.0;548.0;"Measles-containing vaccine, 1st dose";"MCV1";10105225.0;9143264.0
"MEASLES";"Measles";"AMR";2002.0;2579.0;"Measles-containing vaccine, 2nd dose";"MCV2";4059297.0;3263239.0
"MEASLES";"Measles";"AMR";2002.0;2579.0;"Measles-containing vaccine, 1st dose";"MCV1";9230467.0;8422883.0
"MEASLES";"Measles";"AMR";2003.0;119.0;"Measles-containing vaccine, 2nd dose";"MCV2";3101152.0;2833961.0
"MEASLES";"Measles";"AMR";2003.0;119.0;"Measles-containing vaccine, 1st dose";"MCV1";9779804.0;10278806.0
"MEASLES";"Measles";"AMR";2004.0;108.0;"Measles-containing vaccine, 1st dose";"MCV1";9414098.0;9833912.0
"MEASLES";"Measles";"AMR";2004.0;108.0;"Measles-containing vaccine, 2nd dose";"MCV2";1136446.0;1053858.0
"MEASLES";"Measles";"AMR";2005.0;85.0;"Measles-containing vaccine, 1st dose";"MCV1";11657506.0;9868375.0
"MEASLES";"Measles";"AMR";2005.0;85.0;"Measles-containing vaccine, 2nd dose";"MCV2";3952805.0;3948330.0
"MEASLES";"Measles";"AMR";2006.0;226.0;"Measles-containing vaccine, 2nd dose";"MCV2";3665014.0;2425642.0
"MEASLES";"Measles";"AMR";2006.0;226.0;"Measles-containing vaccine, 1st dose";"MCV1";8192137.0;8067793.0
"MEASLES";"Measles";"AMR";2007.0;176.0;"Measles-containing vaccine, 2nd dose";"MCV2";7085888.0;5588636.0
"MEASLES";"Measles";"AMR";2007.0;176.0;"Measles-containing vaccine, 1st dose";"MCV1";9783773.0;9234150.0
"MEASLES";"Measles";"AMR";2008.0;206.0;"Measles-containing vaccine, 1st dose";"MCV1";9619528.0;9216064.0
"MEASLES";"Measles";"AMR";2008.0;206.0;"Measles-containing vaccine, 2nd dose";"MCV2";5389367.0;4211575.0
"MEASLES";"Measles";"AMR";2009.0;89.0;"Measles-containing vaccine, 2nd dose";"MCV2";15709437.0;9762567.0
"MEASLES";"Measles";"AMR";2009.0;89.0;"Measles-containing vaccine, 1st dose";"MCV1";9966511.0;9491174.0
"MEASLES";"Measles";"AMR";2010.0;247.0;"Measles-containing vaccine, 2nd dose";"MCV2";6222161.0;4788168.0
"MEASLES";"Measles";"AMR";2010.0;247.0;"Measles-containing vaccine, 1st dose";"MCV1";11027542.0;9358742.0
"MEASLES";"Measles";"AMR";2011.0;1348.0;"Measles-containing vaccine, 1st dose";"MCV1";10101915.0;9606370.0
"MEASLES";"Measles";"AMR";2011.0;1348.0;"Measles-containing vaccine, 2nd dose";"MCV2";8266858.0;6358654.0
"MEASLES";"Measles";"AMR";2012.0;143.0;"Measles-containing vaccine, 2nd dose";"MCV2";8779969.0;6688615.0
"MEASLES";"Measles";"AMR";2012.0;143.0;"Measles-containing vaccine, 1st dose";"MCV1";10239316.0;9728767.0
"MEASLES";"Measles";"AMR";2013.0;491.0;"Measles-containing vaccine, 2nd dose";"MCV2";9065430.0;6497706.0
"MEASLES";"Measles";"AMR";2013.0;491.0;"Measles-containing vaccine, 1st dose";"MCV1";10579993.0;9987325.0
"MEASLES";"Measles";"AMR";2014.0;1966.0;"Measles-containing vaccine, 2nd dose";"MCV2";9064000.0;7696412.0
"MEASLES";"Measles";"AMR";2014.0;1966.0;"Measles-containing vaccine, 1st dose";"MCV1";10522213.0;10174280.0
"MEASLES";"Measles";"AMR";2015.0;611.0;"Measles-containing vaccine, 2nd dose";"MCV2";8994490.0;7428475.0
"MEASLES";"Measles";"AMR";2015.0;611.0;"Measles-containing vaccine, 1st dose";"MCV1";10432854.0;9863901.0
"MEASLES";"Measles";"AMR";2016.0;97.0;"Measles-containing vaccine, 1st dose";"MCV1";10476657.0;9780844.0
"MEASLES";"Measles";"AMR";2016.0;97.0;"Measles-containing vaccine, 2nd dose";"MCV2";10383287.0;8036448.0
"MEASLES";"Measles";"AMR";2017.0;895.0;"Measles-containing vaccine, 1st dose";"MCV1";10405092.0;8905003.0
"MEASLES";"Measles";"AMR";2017.0;895.0;"Measles-containing vaccine, 2nd dose";"MCV2";9811231.0;6948285.0
"MEASLES";"Measles";"AMR";2018.0;16714.0;"Measles-containing vaccine, 1st dose";"MCV1";10239561.0;9388054.0
"MEASLES";"Measles";"AMR";2018.0;16714.0;"Measles-containing vaccine, 2nd dose";"MCV2";10351828.0;8355624.0
"MEASLES";"Measles";"AMR";2019.0;21973.0;"Measles-containing vaccine, 2nd dose";"MCV2";10404143.0;6532367.0
"MEASLES";"Measles";"AMR";2019.0;21973.0;"Measles-containing vaccine, 1st dose";"MCV1";10295050.0;8862528.0
"MEASLES";"Measles";"AMR";2020.0;9996.0;"Measles-containing vaccine, 2nd dose";"MCV2";10219768.0;6496481.0
"MEASLES";"Measles";"AMR";2020.0;9996.0;"Measles-containing vaccine, 1st dose";"MCV1";9852267.0;8466533.0
"MEASLES";"Measles";"AMR";2021.0;682.0;"Measles-containing vaccine, 2nd dose";"MCV2";10164279.0;6952184.0
"MEASLES";"Measles";"AMR";2021.0;682.0;"Measles-containing vaccine, 1st dose";"MCV1";9843240.0;8166827.0
"MEASLES";"Measles";"AMR";2022.0;47.0;"Measles-containing vaccine, 1st dose";"MCV1";9002782.0;7412545.0
"MEASLES";"Measles";"AMR";2022.0;47.0;"Measles-containing vaccine, 2nd dose";"MCV2";9309738.0;6608050.0
"MEASLES";"Measles";"EMR";1999.0;71700.0;"Measles-containing vaccine, 2nd dose";"MCV2";3484411.0;3336798.0
"MEASLES";"Measles";"EMR";1999.0;71700.0;"Measles-containing vaccine, 1st dose";"MCV1";12508827.0;10441629.0
"MEASLES";"Measles";"EMR";2000.0;38597.0;"Measles-containing vaccine, 2nd dose";"MCV2";4759728.0;3764348.0
"MEASLES";"Measles";"EMR";2000.0;38597.0;"Measles-containing vaccine, 1st dose";"MCV1";14123154.0;9848043.0
"MEASLES";"Measles";"EMR";2001.0;41103.0;"Measles-containing vaccine, 2nd dose";"MCV2";4792590.0;4378143.0
"MEASLES";"Measles";"EMR";2001.0;41103.0;"Measles-containing vaccine, 1st dose";"MCV1";13219114.0;10766940.0
"MEASLES";"Measles";"EMR";2002.0;42616.0;"Measles-containing vaccine, 2nd dose";"MCV2";3934093.0;3738853.0
"MEASLES";"Measles";"EMR";2002.0;42616.0;"Measles-containing vaccine, 1st dose";"MCV1";12648703.0;9499409.0
"MEASLES";"Measles";"EMR";2003.0;52110.0;"Measles-containing vaccine, 2nd dose";"MCV2";3706921.0;3679278.0
"MEASLES";"Measles";"EMR";2003.0;52110.0;"Measles-containing vaccine, 1st dose";"MCV1";7519382.0;6119520.0
"MEASLES";"Measles";"EMR";2004.0;59804.0;"Measles-containing vaccine, 1st dose";"MCV1";14384994.0;11121956.0
"MEASLES";"Measles";"EMR";2004.0;59804.0;"Measles-containing vaccine, 2nd dose";"MCV2";4785349.0;3403382.0
"MEASLES";"Measles";"EMR";2005.0;15069.0;"Measles-containing vaccine, 2nd dose";"MCV2";5245538.0;3336956.0
"MEASLES";"Measles";"EMR";2005.0;15069.0;"Measles-containing vaccine, 1st dose";"MCV1";14391463.0;11744951.0
"MEASLES";"Measles";"EMR";2006.0;23303.0;"Measles-containing vaccine, 1st dose";"MCV1";14174973.0;12154697.0
"MEASLES";"Measles";"EMR";2006.0;23303.0;"Measles-containing vaccine, 2nd dose";"MCV2";5680575.0;4961781.0
"MEASLES";"Measles";"EMR";2007.0;15670.0;"Measles-containing vaccine, 2nd dose";"MCV2";7838779.0;5737065.0
"MEASLES";"Measles";"EMR";2007.0;15670.0;"Measles-containing vaccine, 1st dose";"MCV1";14895891.0;12735617.0
"MEASLES";"Measles";"EMR";2008.0;12120.0;"Measles-containing vaccine, 1st dose";"MCV1";14526002.0;12482609.0
"MEASLES";"Measles";"EMR";2008.0;12120.0;"Measles-containing vaccine, 2nd dose";"MCV2";5622004.0;4276865.0
"MEASLES";"Measles";"EMR";2009.0;36605.0;"Measles-containing vaccine, 1st dose";"MCV1";14661688.0;12822755.0
"MEASLES";"Measles";"EMR";2009.0;36605.0;"Measles-containing vaccine, 2nd dose";"MCV2";13074895.0;7656755.0
"MEASLES";"Measles";"EMR";2010.0;10073.0;"Measles-containing vaccine, 2nd dose";"MCV2";13156119.0;9228466.0
"MEASLES";"Measles";"EMR";2010.0;10073.0;"Measles-containing vaccine, 1st dose";"MCV1";15499616.0;14298763.0
"MEASLES";"Measles";"EMR";2011.0;34667.0;"Measles-containing vaccine, 1st dose";"MCV1";13666855.0;12440001.0
"MEASLES";"Measles";"EMR";2011.0;34667.0;"Measles-containing vaccine, 2nd dose";"MCV2";13197127.0;9484642.0
"MEASLES";"Measles";"EMR";2012.0;34504.0;"Measles-containing vaccine, 1st dose";"MCV1";16306977.0;14838958.0
"MEASLES";"Measles";"EMR";2012.0;34504.0;"Measles-containing vaccine, 2nd dose";"MCV2";15214765.0;10844811.0
"MEASLES";"Measles";"EMR";2013.0;20884.0;"Measles-containing vaccine, 1st dose";"MCV1";16411083.0;15105678.0
"MEASLES";"Measles";"EMR";2013.0;20884.0;"Measles-containing vaccine, 2nd dose";"MCV2";15197077.0;11830249.0
"MEASLES";"Measles";"EMR";2014.0;18080.0;"Measles-containing vaccine, 1st dose";"MCV1";17472872.0;15544216.0
"MEASLES";"Measles";"EMR";2014.0;18080.0;"Measles-containing vaccine, 2nd dose";"MCV2";16828887.0;12807879.0
"MEASLES";"Measles";"EMR";2015.0;21418.0;"Measles-containing vaccine, 1st dose";"MCV1";17960380.0;15520802.0
"MEASLES";"Measles";"EMR";2015.0;21418.0;"Measles-containing vaccine, 2nd dose";"MCV2";15940342.0;12302998.0
"MEASLES";"Measles";"EMR";2016.0;6275.0;"Measles-containing vaccine, 1st dose";"MCV1";17770768.0;15602617.0
"MEASLES";"Measles";"EMR";2016.0;6275.0;"Measles-containing vaccine, 2nd dose";"MCV2";17191513.0;13546126.0
"MEASLES";"Measles";"EMR";2017.0;36497.0;"Measles-containing vaccine, 1st dose";"MCV1";18988771.0;16878748.0
"MEASLES";"Measles";"EMR";2017.0;36497.0;"Measles-containing vaccine, 2nd dose";"MCV2";18351641.0;14692665.0
"MEASLES";"Measles";"EMR";2018.0;64764.0;"Measles-containing vaccine, 1st dose";"MCV1";19429097.0;16928569.0
"MEASLES";"Measles";"EMR";2018.0;64764.0;"Measles-containing vaccine, 2nd dose";"MCV2";18824717.0;14833525.0
"MEASLES";"Measles";"EMR";2019.0;18686.0;"Measles-containing vaccine, 2nd dose";"MCV2";18983718.0;15279603.0
"MEASLES";"Measles";"EMR";2019.0;18686.0;"Measles-containing vaccine, 1st dose";"MCV1";19607641.0;17326687.0
"MEASLES";"Measles";"EMR";2020.0;7770.0;"Measles-containing vaccine, 2nd dose";"MCV2";18181503.0;14542176.0
"MEASLES";"Measles";"EMR";2020.0;7770.0;"Measles-containing vaccine, 1st dose";"MCV1";18705943.0;16399126.0
"MEASLES";"Measles";"EMR";2021.0;26100.0;"Measles-containing vaccine, 2nd dose";"MCV2";18684202.0;14089590.0
"MEASLES";"Measles";"EMR";2021.0;26100.0;"Measles-containing vaccine, 1st dose";"MCV1";18718466.0;16077698.0
"MEASLES";"Measles";"EMR";2022.0;56401.0;"Measles-containing vaccine, 1st dose";"MCV1";17110228.0;15432383.0
"MEASLES";"Measles";"EMR";2022.0;56401.0;"Measles-containing vaccine, 2nd dose";"MCV2";17027483.0;13513695.0
"MEASLES";"Measles";"EUR";1999.0;38811.0;"Measles-containing vaccine, 1st dose";"MCV1";3521866.0;3411751.0
"MEASLES";"Measles";"EUR";1999.0;38811.0;"Measles-containing vaccine, 2nd dose";"MCV2";3346644.0;2951813.0
"MEASLES";"Measles";"EUR";2000.0;37421.0;"Measles-containing vaccine, 1st dose";"MCV1";6742741.0;6153031.0
"MEASLES";"Measles";"EUR";2000.0;37421.0;"Measles-containing vaccine, 2nd dose";"MCV2";5245029.0;3330381.0
"MEASLES";"Measles";"EUR";2001.0;58364.0;"Measles-containing vaccine, 1st dose";"MCV1";6390909.0;5894488.0
"MEASLES";"Measles";"EUR";2001.0;58364.0;"Measles-containing vaccine, 2nd dose";"MCV2";7233233.0;6643735.0
"MEASLES";"Measles";"EUR";2002.0;46718.0;"Measles-containing vaccine, 1st dose";"MCV1";6989783.0;6439584.0
"MEASLES";"Measles";"EUR";2002.0;46718.0;"Measles-containing vaccine, 2nd dose";"MCV2";7261584.0;6491308.0
"MEASLES";"Measles";"EUR";2003.0;28203.0;"Measles-containing vaccine, 2nd dose";"MCV2";6847788.0;6411110.0
"MEASLES";"Measles";"EUR";2003.0;28203.0;"Measles-containing vaccine, 1st dose";"MCV1";5331409.0;5144339.0
"MEASLES";"Measles";"EUR";2004.0;29510.0;"Measles-containing vaccine, 1st dose";"MCV1";6949866.0;6507019.0
"MEASLES";"Measles";"EUR";2004.0;29510.0;"Measles-containing vaccine, 2nd dose";"MCV2";7786461.0;5909726.0
"MEASLES";"Measles";"EUR";2005.0;37338.0;"Measles-containing vaccine, 1st dose";"MCV1";7636708.0;7198158.0
"MEASLES";"Measles";"EUR";2005.0;37338.0;"Measles-containing vaccine, 2nd dose";"MCV2";7207614.0;6510233.0
"MEASLES";"Measles";"EUR";2006.0;53344.0;"Measles-containing vaccine, 2nd dose";"MCV2";5721870.0;5013168.0
"MEASLES";"Measles";"EUR";2006.0;53344.0;"Measles-containing vaccine, 1st dose";"MCV1";6552924.0;5845106.0
"MEASLES";"Measles";"EUR";2007.0;6936.0;"Measles-containing vaccine, 1st dose";"MCV1";7739079.0;7414570.0
"MEASLES";"Measles";"EUR";2007.0;6936.0;"Measles-containing vaccine, 2nd dose";"MCV2";7154102.0;6615621.0
"MEASLES";"Measles";"EUR";2008.0;8879.0;"Measles-containing vaccine, 1st dose";"MCV1";7504688.0;7178274.0
"MEASLES";"Measles";"EUR";2008.0;8879.0;"Measles-containing vaccine, 2nd dose";"MCV2";6765289.0;6229010.0
"MEASLES";"Measles";"EUR";2009.0;7499.0;"Measles-containing vaccine, 1st dose";"MCV1";7510920.0;7176220.0
"MEASLES";"Measles";"EUR";2009.0;7499.0;"Measles-containing vaccine, 2nd dose";"MCV2";6774993.0;5878350.0
"MEASLES";"Measles";"EUR";2010.0;30625.0;"Measles-containing vaccine, 1st dose";"MCV1";8073986.0;7587815.0
"MEASLES";"Measles";"EUR";2010.0;30625.0;"Measles-containing vaccine, 2nd dose";"MCV2";7168934.0;6346737.0
"MEASLES";"Measles";"EUR";2011.0;37101.0;"Measles-containing vaccine, 2nd dose";"MCV2";7472859.0;6704913.0
"MEASLES";"Measles";"EUR";2011.0;37101.0;"Measles-containing vaccine, 1st dose";"MCV1";7774750.0;7382072.0
"MEASLES";"Measles";"EUR";2012.0;27379.0;"Measles-containing vaccine, 1st dose";"MCV1";8207440.0;7814790.0
"MEASLES";"Measles";"EUR";2012.0;27379.0;"Measles-containing vaccine, 2nd dose";"MCV2";7455567.0;6808972.0
"MEASLES";"Measles";"EUR";2013.0;26346.0;"Measles-containing vaccine, 2nd dose";"MCV2";7950419.0;7429110.0
"MEASLES";"Measles";"EUR";2013.0;26346.0;"Measles-containing vaccine, 1st dose";"MCV1";7757527.0;7495399.0
"MEASLES";"Measles";"EUR";2014.0;14176.0;"Measles-containing vaccine, 2nd dose";"MCV2";7212810.0;6756435.0
"MEASLES";"Measles";"EUR";2014.0;14176.0;"Measles-containing vaccine, 1st dose";"MCV1";7577584.0;7304985.0
"MEASLES";"Measles";"EUR";2015.0;25957.0;"Measles-containing vaccine, 2nd dose";"MCV2";8297580.0;7552245.0
"MEASLES";"Measles";"EUR";2015.0;25957.0;"Measles-containing vaccine, 1st dose";"MCV1";8203373.0;7680761.0
"MEASLES";"Measles";"EUR";2016.0;4440.0;"Measles-containing vaccine, 2nd dose";"MCV2";8024273.0;7297876.0
"MEASLES";"Measles";"EUR";2016.0;4440.0;"Measles-containing vaccine, 1st dose";"MCV1";8244631.0;7768593.0
"MEASLES";"Measles";"EUR";2017.0;24356.0;"Measles-containing vaccine, 1st dose";"MCV1";9063818.0;8649124.0
"MEASLES";"Measles";"EUR";2017.0;24356.0;"Measles-containing vaccine, 2nd dose";"MCV2";8947604.0;8254726.0
"MEASLES";"Measles";"EUR";2018.0;89148.0;"Measles-containing vaccine, 2nd dose";"MCV2";9010638.0;8502552.0
"MEASLES";"Measles";"EUR";2018.0;89148.0;"Measles-containing vaccine, 1st dose";"MCV1";8845063.0;8484919.0
"MEASLES";"Measles";"EUR";2019.0;106130.0;"Measles-containing vaccine, 1st dose";"MCV1";7457045.0;7086004.0
"MEASLES";"Measles";"EUR";2019.0;106130.0;"Measles-containing vaccine, 2nd dose";"MCV2";8474755.0;7603782.0
"MEASLES";"Measles";"EUR";2020.0;10945.0;"Measles-containing vaccine, 2nd dose";"MCV2";8293149.0;7649517.0
"MEASLES";"Measles";"EUR";2020.0;10945.0;"Measles-containing vaccine, 1st dose";"MCV1";8442900.0;7846498.0
"MEASLES";"Measles";"EUR";2021.0;99.0;"Measles-containing vaccine, 2nd dose";"MCV2";8482988.0;8187396.0
"MEASLES";"Measles";"EUR";2021.0;99.0;"Measles-containing vaccine, 1st dose";"MCV1";7598654.0;7443716.0
"MEASLES";"Measles";"EUR";2022.0;852.0;"Measles-containing vaccine, 1st dose";"MCV1";7341411.0;6892176.0
"MEASLES";"Measles";"EUR";2022.0;852.0;"Measles-containing vaccine, 2nd dose";"MCV2";8614825.0;7503026.0
"MEASLES";"Measles";"SEAR";1999.0;47741.0;"Measles-containing vaccine, 2nd dose";"MCV2";1079387.0;1037075.0
"MEASLES";"Measles";"SEAR";1999.0;47741.0;"Measles-containing vaccine, 1st dose";"MCV1";32062543.0;28440448.0
"MEASLES";"Measles";"SEAR";2000.0;78558.0;"Measles-containing vaccine, 1st dose";"MCV1";35679580.0;32743152.0
"MEASLES";"Measles";"SEAR";2000.0;78558.0;"Measles-containing vaccine, 2nd dose";"MCV2";1121200.0;1118958.0
"MEASLES";"Measles";"SEAR";2001.0;81771.0;"Measles-containing vaccine, 2nd dose";"MCV2";1451259.0;1140185.0
"MEASLES";"Measles";"SEAR";2001.0;81771.0;"Measles-containing vaccine, 1st dose";"MCV1";36102467.0;33085693.0
"MEASLES";"Measles";"SEAR";2002.0;76912.0;"Measles-containing vaccine, 1st dose";"MCV1";36062584.0;32753185.0
"MEASLES";"Measles";"SEAR";2003.0;94598.0;"Measles-containing vaccine, 2nd dose";"MCV2";5036883.0;1036108.0
"MEASLES";"Measles";"SEAR";2003.0;94598.0;"Measles-containing vaccine, 1st dose";"MCV1";36963159.0;31995613.0
"MEASLES";"Measles";"SEAR";2004.0;112041.0;"Measles-containing vaccine, 2nd dose";"MCV2";4809044.0;1762122.0
"MEASLES";"Measles";"SEAR";2004.0;112041.0;"Measles-containing vaccine, 1st dose";"MCV1";37101996.0;33529999.0
"MEASLES";"Measles";"SEAR";2005.0;88973.0;"Measles-containing vaccine, 2nd dose";"MCV2";4241814.0;1530604.0
"MEASLES";"Measles";"SEAR";2005.0;88973.0;"Measles-containing vaccine, 1st dose";"MCV1";37291251.0;34039482.0
"MEASLES";"Measles";"SEAR";2006.0;98124.0;"Measles-containing vaccine, 1st dose";"MCV1";37567298.0;34075962.0
